2020 Summary Star View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contract Number,Organization Type,Organization Marketing Name,Contract Name,Parent Organization,SNP,2017 Disaster %,2018 Disaster %,2020 Part C Summary,2020 Part D Summary,2020 Overall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1722,Local CCP,"Health Pointe of New York, LLC","Health Pointe Of New York, Llc","Independent Living Systems, LLC",Yes,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1723,Demo,Absolute Total Care,"Absolute Total Care, Inc.",Centene Corporation,No,0,0,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1737,Local CCP,Health Alliance Medicare,"Health Alliance - Midwest, Inc.",The Carle Foundation,No,0,0,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1777,Local CCP,ArchCare Advantage,"Catholic Special Needs Plan, Llc",Catholic Health Care System,Yes,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1787,Local CCP,Great Plains Medicare Advantage,"Good Samaritan Insurance Plan Of South Dakota, Inc",Sanford Health,Yes,0,0,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1846,Local CCP,MediGold,Mount Carmel Health Insurance Company,Trinity Health,No,0,0,4,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1889,Local CCP,UnitedHealthcare,"Unitedhealthcare Of Florida, Inc.","UnitedHealth Group, Inc.",Yes,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1894,Local CCP,AMERIGROUP,"Amerigroup Washington, Inc.",Anthem Inc.,Yes,0,0,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1914,Local CCP,WellCare,Wellcare Health Insurance Of Connecticut,"WellCare Health Plans, Inc.",No,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1924,MSA,Lasso Healthcare,"Port Holdings, Inc.","Port Holdings, Inc.",No,0,0,Plan too new to be measured,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1944,Local CCP,UnitedHealthcare,"Unitedhealthcare Of New England, Inc.","UnitedHealth Group, Inc.",No,0,0,3.5,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1947,Local CCP,Healthy Blue,"Community Care Health Plan Of Louisiana, Inc.",Anthem Inc.,Yes,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1951,Local CCP,Humana,"Humana Health Benefit Plan Of Louisiana, Inc.",Humana Inc.,Yes,0,0,4,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1961,Local CCP,Peoples Health,"Peoples Health, Inc.","UnitedHealth Group, Inc.",Yes,0,0,4.5,3.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1969,Local CCP,Regence BlueShield of Idaho,Regence Blueshield Of Idaho,"Cambia Health Solutions, Inc.",No,0,0,4,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1977,Demo,Upper Peninsula Health Plan (UPHP) MI Health Link,"Upper Peninsula Health Plan, Llc","DLP Marquette General Hospital, LLC",No,0,0,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1994,Local CCP,SelectHealth,"Selecthealth, Inc.","Intermountain Health Care, Inc.",Yes,0,0,5,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1997,Local CCP,Regence BlueShield,Regence Blueshield,"Cambia Health Solutions, Inc.",No,0,0,4,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2001,Local CCP,UnitedHealthcare,"Sierra Health And Life Insurance Company, Inc.","UnitedHealth Group, Inc.",No,9,6,4,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2011,Local CCP,Bright Health,Bright Health Insurance Company Of Tennessee,"Bright Health, Inc.",No,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2020,Local CCP,Clear Spring Health,Delaware Life Insurance Company,Delaware Life Insurance Company,No,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2029,Local CCP,Humana,"Humana Insurance Of Puerto Rico, Inc.",Humana Inc.,No,100,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2032,Local CCP,Scott and White Health Plan,Insurance Company Of Scott And White,Baylor Scott & White Holdings,No,0,0,4.5,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2034,Local CCP,Community Care,"Community Care Health Plan, Inc.","Community Care, Inc.",Yes,0,0,Not enough data available,4.5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2056,Local CCP,Aetna Medicare,Aetna Better Health Of Michigan Inc.,CVS Health Corporation,No,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2108,Local CCP,Cigna,"Bravo Health Mid-atlantic, Inc.",CIGNA,Yes,0,0,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2120,Local CCP,BlueEssential,"Securitycare Of Tennessee, Inc.",BlueCross BlueShield of Tennessee,Yes,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2134,Local CCP,Allwell,"Western Sky Community Care, Inc.",Centene Corporation,Yes,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2150,1876 Cost,Kaiser Permanente,Kaiser Fndn Hp Of The Mid-atlantic Sts,"Kaiser Foundation Health Plan, Inc.",No,0,0,4.5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2161,Local CCP,Upper Peninsula Health Plan,"Upper Peninsula Health Plan, Llc","DLP Marquette General Hospital, LLC",No,0,0,Not enough data available,4,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2162,Local CCP,WellCare,"Wellcare Of New Hampshire, Inc.","WellCare Health Plans, Inc.",No,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2168,Local CCP,VillageCareMAX,Village Senior Services Corporation,"Village Care of New York, Inc.",Yes,0,0,Not enough data available,3,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2171,Local CCP,Care N' Care Insurance Company,"Care N' Care Insurance Company, Inc.",Texas Health Resources,No,0,0,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2172,Local CCP,Kaiser Permanente,Kaiser Fdtn Hlth Plan Of The Mid-atlantic States,"Kaiser Foundation Health Plan, Inc.",No,0,0,4.5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2174,Local CCP,Trillium Medicare Advantage,Trillium Community Health Plan,Centene Corporation,Yes,0,0,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2185,Local CCP,LifeWorks Advantage,"Lifeworks Advantage, Llc","MFA Lifeworks, LLC",Yes,0,0,Not enough data available,2.5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2224,Local CCP,Senior Whole Health,"Senior Whole Health, Llc","Magellan Health, Inc.",Yes,0,0,3.5,4.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2225,Local CCP,"Commonwealth Care Alliance, Inc.","Commonwealth Care Alliance, Inc.","Commonwealth Care Alliance, Inc.",Yes,0,0,4.5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2226,Local CCP,UnitedHealthcare,Unitedhealthcare Insurance Company,"UnitedHealth Group, Inc.",Yes,0,0,4.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2228,Local CCP,UnitedHealthcare,Unitedhealthcare Insurance Company,"UnitedHealth Group, Inc.",Yes,3,0,4,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2230,Local CCP,Blue Cross Blue Shield of Massachusetts,"Bcbs  Of Massachusetts Hmo Blue, Inc.","Blue Cross and Blue Shield of Massachusetts, Inc.",No,0,0,4,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2235,Local CCP,BayCare Health Plans,"Baycare Select Health Plans, Inc.","BayCare Health System, Inc.",No,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2237,Local CCP,iCare,"Independent Care Health Plan, Inc.",Independent Care Health Plan Inc.,Yes,0,0,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2241,Local CCP,Golden State,Golden State Medicare Health Plan,Golden State Medicare Health Plan,Yes,3,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2247,Local CCP,UnitedHealthcare,"Unitedhealthcare Community Plan, Inc.","UnitedHealth Group, Inc.",Yes,0,0,Not enough data available,3.5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2256,Local CCP,Tufts Health Plan,Tufts Associated Health Maintenance Organization,"Tufts Health Plan, Inc",Yes,0,0,4.5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2261,Local CCP,Blue Cross Blue Shield of Massachusetts,"Bcbs  Of Massachusetts Hmo Blue, Inc.","Blue Cross and Blue Shield of Massachusetts, Inc.",No,0,0,3.5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2288,Local CCP,Bright Health,Bright Health Insurance Company Of New York,"Bright Health, Inc.",Yes,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2292,Local CCP,UnitedHealthcare,"Oxford Health Insurance, Inc.","UnitedHealth Group, Inc.",Yes,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2320,Local CCP,Priority Health Medicare,Priority Health,Spectrum Health System,No,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2322,Local CCP,HAP Senior Plus (PPO),Alliance Health And Life Insurance Company,Henry Ford Health System,No,0,0,3.5,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2334,Local CCP,Clear Spring Health,"Eon Health, Inc. (sc)",Delaware Life Insurance Company,Yes,0,0,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2354,Local CCP,HAP Senior Plus,Health Alliance Plan Of Michigan,Henry Ford Health System,Yes,0,0,4,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2392,Local CCP,Kansas Health Advantage,"Kansas Superior Select, Inc.",Kansas Superior Select,Yes,0,0,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2400,Local CCP,Signature Advantage (HMO SNP),"Signature Advantage, Llc","SA Plan, LLC",Yes,0,0,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2406,Local CCP,UnitedHealthcare,Unitedhealthcare Insurance Company,"UnitedHealth Group, Inc.",Yes,47,3,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2416,Local CCP,PrimeWest Health,Primewest Rural Mn Health Care Access Initiative,PrimeWest Rural MN Health Care Access Initiative,Yes,0,0,4,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2417,Local CCP,Itasca Medical Care/IMCare Classic,Itasca Medical Care,Itasca County,Yes,0,0,Not enough data available,3.5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2419,Local CCP,South Country Health Alliance,South Country Health Alliance,South Country Health Alliance,Yes,0,0,4,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2422,Local CCP,HealthPartners,"Healthpartners, Inc.","HealthPartners, Inc.",Yes,0,0,4.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2425,Local CCP,Blue Plus,Blue Plus,"Aware Integrated, Inc.",Yes,0,0,4,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2446,Local CCP,Blue Cross and Blue Shield of Minnesota,Blue Cross And Blue Shield Of Minnesota,"Aware Integrated, Inc.",No,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2450,1876 Cost,Medica,Medica Insurance Company,Medica Holding Company,No,0,0,3.5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2456,Local CCP,UCare's MSHO,Ucare Minnesota,UCare Minnesota,Yes,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2458,Local CCP,Medica,Medica Health Plans,Medica Holding Company,Yes,0,0,4,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2459,Local CCP,UCare,Ucare Minnesota,UCare Minnesota,No,0,0,4,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2461,1876 Cost,Blue Cross and Blue Shield of Minnesota,Blue Cross And Blue Shield Of Minnesota,"Aware Integrated, Inc.",No,0,0,4,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2462,1876 Cost,HealthPartners,"Group Health Plan, Inc. (mn)","HealthPartners, Inc.",No,0,0,4.5,4.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2463,Local CCP,Humana,"Humana Health Plan Of Texas, Inc.",Humana Inc.,No,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2486,Local CCP,Humana,"Humana Medical Plan Of Utah, Inc.",Humana Inc.,No,0,0,4,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2491,Local CCP,WellCare,"Wellcare Health Insurance Of Arizona, Inc.","WellCare Health Plans, Inc.",Yes,0,0,3,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2506,Demo,Aetna Better Health Premier Plan,"Aetna Better Health, Inc. (il)",CVS Health Corporation,No,0,0,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2531,Demo,UnitedHealthcare Community Plan,"Unitedhealthcare Community Plan Of Ohio, Inc.","UnitedHealth Group, Inc.",No,0,0,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2533,Demo,Molina Healthcare of South Carolina,"Molina Healthcare Of South Carolina, Inc.","Molina Healthcare, Inc.,",No,0,0,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2563,Local CCP,Optima Medicare,Optima Health Plan,Sentara Health Care (SHC),Yes,0,0,3.5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2577,Local CCP,UnitedHealthcare,Care Improvement Plus Of Texas Insurance Company,"UnitedHealth Group, Inc.",No,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2582,Local CCP,UnitedHealthcare,Rocky Mountain Health Maintenance Organization,"UnitedHealth Group, Inc.",Yes,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2591,Local CCP,Health Alliance Medicare,"Health Alliance - Midwest, Inc.",The Carle Foundation,No,0,0,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2593,Local CCP,Amerigroup,"Amerigroup Texas, Inc.",Anthem Inc.,Yes,0,0,3.5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2610,Local CCP,Essence Healthcare,"Essence Healthcare, Inc.",Essence Group Holdings Corporation,No,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2624,Local CCP,CARE N' CARE INSURANCE COMPANY OF NORTH CAROLINA,Care N' Care Insurance Company Of North Carolina,Moses H. Cone Memorial Hospital Corp.,Yes,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2663,Local CCP,Aetna Medicare,"Coventry Health Care Of Missouri, Inc",CVS Health Corporation,No,0,0,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2678,Local CCP,MoreCare,"Ma Delivery Innovations, Inc.",MHNU Corporation,Yes,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2722,Local CCP,"Vantage Health Plan of Arkansas, Inc.","Vantage Health Plan Of Arkansas, Inc.","Vantage Holdings, Inc.",No,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2773,Local CCP,QUALITY HEALTH PLANS,"Quality Health Plans Of New York, Inc.","QHP Financial Group, Inc.",Yes,0,0,2,2.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2775,Local CCP,WellCare,American Progressive Life & Hlth Ins Company Of Ny,"WellCare Health Plans, Inc.",No,0,0,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2793,Local CCP,"Imperial Insurance Company of Texas, Inc","Imperial Insurance Company Of Texas, Inc.",Imperial Health Plan of California,Yes,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2802,Local CCP,UnitedHealthcare,"Unitedhealthcare Of The Midlands, Inc.","UnitedHealth Group, Inc.",Yes,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2816,PFFS,WellCare,American Progressive Life & Hlth Ins Company Of Ny,"WellCare Health Plans, Inc.",No,0,0,3,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2825,Local CCP,Mary Washington Medicare Advantage,Mary Washington Health Plan,Mary Washington Healthcare,No,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2829,Local CCP,Innovation Health Medicare,"Innovation Health Plan, Inc.","Innovation Health Holdings, LLC",No,0,0,3,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2836,Local CCP,Anthem Blue Cross and Blue Shield,"Anthem Health Plans, Inc.",Anthem Inc.,No,0,0,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2879,Local CCP,Molina Healthcare of Wisconsin,"Molina Healthcare Of Wisconsin, Inc.","Molina Healthcare, Inc.,",Yes,0,0,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2915,Local CCP,Allwell,"Pennsylvania Health & Wellness, Inc.",Centene Corporation,Yes,0,0,Not enough data available,4,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2926,Local CCP,PrimeWest Health,Primewest Rural Mn Health Care Access Initiative,PrimeWest Rural MN Health Care Access Initiative,Yes,0,0,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2944,PFFS,Humana,Humana Insurance Company,Humana Inc.,No,0,4,3,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2960,Local CCP,Senior Care Plus,"Hometown Health Plan, Inc.",Renown Health,No,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2962,Local CCP,Ultimate Health Plans,"Ultimate Health Plans, Inc.","ULTIMATE HEALTH PLAN, INC.",Yes,100,0,3.5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2986,Local CCP,Stanford Health Care Advantage,Stanford Healthcare Advantage,Stanford Health Care,No,0,0,4,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3071,Local CCP,Community Care Alliance of Illinois,"Community Care Alliance Of Illinois, Nfp",Delaware Life Insurance Company,No,0,0,2.5,3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3113,Local CCP,UnitedHealthcare,"Oxford Health Plans (nj), Inc.","UnitedHealth Group, Inc.",Yes,0,0,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3132,Local CCP,AHF,"Ahf Mco Of Florida, Inc.",AIDS Healthcare Foundation,Yes,100,0,3.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3146,Local CCP,Aetna Medicare,Aetna Better Health Inc. (ga),CVS Health Corporation,Yes,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3152,Local CCP,Aetna Medicare,Aetna Health Inc. (nj),CVS Health Corporation,No,0,0,3.5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3154,Local CCP,Horizon Blue Cross Blue Shield of New Jersey,Horizon Insurance Company,"Horizon Healthcare Services, Inc.",No,0,0,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3170,Local CCP,Blue Cross and Blue Shield of Nebraska,"Sapphire Edge, Inc.",Blue Cross Blue Shield of Nebraska,No,0,0,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3192,Local CCP,Aetna Medicare,Aetna Health Of Michigan Inc.,CVS Health Corporation,No,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3204,Local CCP,Presbyterian Health Plan,Presbyterian Health Plan,Presbyterian Healthcare Services,Yes,0,0,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3206,Local CCP,"Presbyterian Insurance Company, Inc.","Presbyterian Insurance Company, Inc.",Presbyterian Healthcare Services,No,0,0,3,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3219,Local CCP,Allina Health Aetna Medicare,Allina Health And Aetna Insurance Company,ALLINA HEALTH AND AETNA INSURANCE COMPANY,No,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3227,Local CCP,Kalos Health Plan,"Kalos Health, Inc.","Kalos Health, Inc.",Yes,0,0,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3237,Demo,Health Net Cal MediConnect Medicare Medicaid Plan,"Health Net Community Solutions, Inc.",Centene Corporation,No,0,0,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3239,Local CCP,Aetna Medicare,"Aetna Better Health, Inc. (la)",CVS Health Corporation,Yes,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3240,Local CCP,Amerigroup Community Care,"Amerigroup New Jersey, Inc.",Anthem Inc.,Yes,0,0,3,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3251,Local CCP,Blue Cross and Blue Shield of New Mexico,Health Care Service Corporation,Health Care Service Corporation,Yes,0,0,3,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3259,Local CCP,BlueCare Plus Tennessee,Volunteer State Health Plan,BlueCross BlueShield of Tennessee,Yes,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3276,Local CCP,ConnectiCare,"Connecticare Insurance Company, Inc.","EmblemHealth, Inc.",Yes,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3281,Local CCP,Bright Health,Bright Health Insurance Company Of Florida,"Bright Health, Inc.",No,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3288,Local CCP,Aetna Medicare,Aetna Health And Life Insurance Company,CVS Health Corporation,No,0,0,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
