2018 Summary Star View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contract Number,Organization Type,Organization Marketing Name,Contract Name,Parent Organization,SNP,2018 Part C Summary,2018 Part D Summary,2018 Overall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2029,Local CCP,"Humana Insurance of Puerto Rico, Inc.","Humana Insurance Of Puerto Rico, Inc.",Humana Inc.,No,3,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2032,Local CCP,Baylor Scott & White Health Plan,Insurance Company Of Scott And White,Baylor Scott & White Holdings,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2034,Local CCP,Community Care,"Community Care Health Plan, Inc.","Community Care, Inc.",Yes,Not enough data available,5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2108,Local CCP,Cigna-HealthSpring,"Bravo Health Mid-atlantic, Inc.",CIGNA,Yes,3,2.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2150,1876 Cost,Kaiser Permanente,Kaiser Fndn Hp Of The Mid-atlantic Sts,"Kaiser Foundation Health Plan, Inc.",No,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2161,Local CCP,Upper Peninsula Health Plan,"Upper Peninsula Health Plan, Llc","DLP Marquette General Hospital, LLC",No,Not enough data available,4,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2168,Local CCP,VillageCareMAX,Village Senior Services Corporation,"Village Care of New York, Inc.",Yes,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2171,Local CCP,Care N' Care Insurance Company,"Care N' Care Insurance Company, Inc.",North Texas Specialty Physicians,No,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2172,Local CCP,Kaiser Permanente,Kaiser Fdtn Hlth Plan Of The Mid-atlantic States,"Kaiser Foundation Health Plan, Inc.",No,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2174,Local CCP,Trillium Medicare Advantage,Trillium Community Health Plan,Centene Corporation,Yes,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2185,Local CCP,LifeWorks Advantage (HMO SNP),"Lifeworks Advantage, Llc","MFA Lifeworks, LLC",Yes,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2224,Local CCP,Senior Whole Health,"Senior Whole Health, Llc","SWH Holdings, Inc.",Yes,4,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2225,Local CCP,"Commonwealth Care Alliance, Inc.","Commonwealth Care Alliance, Inc.","Commonwealth Care Alliance, Inc.",Yes,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2226,Local CCP,UnitedHealthcare,Unitedhealthcare Insurance Company,"UnitedHealth Group, Inc.",Yes,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2228,Local CCP,UnitedHealthcare,Unitedhealthcare Insurance Company,"UnitedHealth Group, Inc.",Yes,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2230,Local CCP,Blue Cross Blue Shield of Massachusetts,"Bcbs  Of Massachusetts Hmo Blue, Inc.","Blue Cross and Blue Shield of Massachusetts, Inc.",No,4.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2237,Local CCP,iCare,"Independent Care Health Plan, Inc.",Independent Care Health Plan Inc.,Yes,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2241,Local CCP,Golden State,Golden State Medicare Health Plan,Golden State Medicare Health Plan,No,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2247,Local CCP,UnitedHealthcare,"Unitedhealthcare Community Plan, Inc.","UnitedHealth Group, Inc.",Yes,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2256,Local CCP,Tufts Health Plan,Tufts Associated Health Maintenance Organization,"Tufts Associated HMO, Inc.",Yes,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2261,Local CCP,Blue Cross Blue Shield of Massachusetts,"Bcbs  Of Massachusetts Hmo Blue, Inc.","Blue Cross and Blue Shield of Massachusetts, Inc.",No,4,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2320,Local CCP,Priority Health Medicare,Priority Health,Spectrum Health System,No,4.5,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2322,Local CCP,HAP Senior Plus (PPO),Alliance Health And Life Insurance Company,Henry Ford Health System,No,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2334,Local CCP,Eon Health,"Eon Health, Inc. (sc)","Eon Health Plan, LLC",Yes,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2354,Local CCP,HAP Senior Plus,Health Alliance Plan Of Michigan,Henry Ford Health System,No,3.5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2392,Local CCP,Kansas Superior Select,"Kansas Superior Select, Inc.",Kansas Superior Select,Yes,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2400,Local CCP,Signature Advantage (HMO SNP),"Signature Advantage, Llc","SA Plan, LLC",Yes,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2406,Local CCP,UnitedHealthcare,"Sierra Health And Life Insurance Company, Inc.","UnitedHealth Group, Inc.",Yes,4.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2416,Local CCP,PrimeWest Health,Primewest Rural Mn Health Care Access Initiative,PrimeWest Rural MN Health Care Access Initiative,Yes,4,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2417,Local CCP,Itasca Medical Care/IMCare Classic,Itasca Medical Care,Itasca County Health & Human Services,Yes,Not enough data available,4.5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2419,Local CCP,South Country Health Alliance,South Country Health Alliance,South Country Health Alliance,Yes,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2422,Local CCP,HealthPartners,"Healthpartners, Inc.","HealthPartners, Inc.",Yes,4,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2425,Local CCP,Blue Plus,Blue Plus,"Aware Integrated, Inc.",Yes,4,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2450,1876 Cost,Medica Insurance Company,Medica Insurance Company,Medica Holding Company,No,4.5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2456,Local CCP,UCare's MSHO,Ucare Minnesota,UCare Minnesota,Yes,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2458,Local CCP,Medica Health Plans,Medica Health Plans,Medica Holding Company,Yes,4,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2459,Local CCP,UCare,Ucare Minnesota,UCare Minnesota,No,4.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2461,1876 Cost,Blue Cross and Blue Shield of Minnesota,Blue Cross And Blue Shield Of Minnesota,"Aware Integrated, Inc.",No,4.5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2462,1876 Cost,HealthPartners,"Group Health Plan, Inc. (mn)","HealthPartners, Inc.",No,4.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2486,Local CCP,"Humana Medical Plan of Utah, Inc.","Humana Medical Plan Of Utah, Inc.",Humana Inc.,No,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2491,Local CCP,WellCare Health Plan,"Wellcare Health Insurance Of Arizona, Inc.","WellCare Health Plans, Inc.",Yes,2.5,3.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2506,Demo,Aetna Better Health Premier Plan,"Aetna Better Health, Inc. (il)",Aetna Inc.,No,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2531,Demo,UnitedHealthcare Community Plan,"Unitedhealthcare Community Plan Of Ohio, Inc.","UnitedHealth Group, Inc.",No,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2533,Demo,Molina Healthcare of South Carolina,"Molina Healthcare Of South Carolina, Inc.","Molina Healthcare, Inc.,",No,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2563,Local CCP,Optima Medicare,Optima Health Plan,Sentara Health Care (SHC),Yes,4.5,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2591,Local CCP,Health Alliance Medicare,"Health Alliance - Midwest, Inc.",The Carle Foundation,No,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2593,Local CCP,"CareMore Health Plan of Arizona, Inc.","Caremore Health Plan Of Arizona, Inc.",Anthem Inc.,Yes,3.5,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2610,Local CCP,Essence Healthcare,"Essence Healthcare, Inc.",Essence Group Holdings Corporation,No,4.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2649,Local CCP,"Humana Health Plan, Inc.","Humana Health Plan, Inc.",Humana Inc.,Yes,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2663,Local CCP,Coventry Health Care,"Coventry Health Care Of Missouri, Inc",Aetna Inc.,No,4,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2758,Local CCP,Florida Blue Preferred HMO,"Behealthy Florida, Inc.",Guidewell Mutual Holding Corporation,Yes,3,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2773,Local CCP,QUALITY HEALTH PLANS,"Quality Health Plans Of New York, Inc.","QHP Financial Group, Inc.",Yes,2.5,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2775,Local CCP,"Universal American, A WellCare Company",American Progressive Life & Hlth Ins Company Of Ny,"WellCare Health Plans, Inc.",No,3.5,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2802,Local CCP,UnitedHealthcare,"Unitedhealthcare Of The Midlands, Inc.","UnitedHealth Group, Inc.",Yes,3.5,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2816,PFFS,"Universal American, A WellCare Company",American Progressive Life & Hlth Ins Company Of Ny,"WellCare Health Plans, Inc.",No,3.5,5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2829,Local CCP,Innovation Health,"Innovation Health Plan, Inc.","Innovation Health Holdings, LLC",No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2836,Local CCP,Anthem Blue Cross and Blue Shield,"Anthem Health Plans, Inc.",Anthem Inc.,No,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2879,Local CCP,Molina Healthcare of Wisconsin,Molina Healthcare Of Wisconsin,"Molina Healthcare, Inc.,",Yes,3.5,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2906,Local CCP,Senior Care Plus,"Hometown Health Plan, Inc.",Renown Health,No,3,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2915,Local CCP,Allwell,"Pennsylvania Health And Wellness, Inc.",Centene Corporation,Yes,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2926,Local CCP,PrimeWest Health,Primewest Rural Mn Health Care Access Initiative,PrimeWest Rural MN Health Care Access Initiative,Yes,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2931,Local CCP,UnitedHealthcare,"Health Plan Of Nevada, Inc.","UnitedHealth Group, Inc.",No,3.5,4.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2944,PFFS,Humana Insurance Company,Humana Insurance Company,Humana Inc.,No,3,4.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2960,Local CCP,Senior Care Plus,"Hometown Health Plan, Inc.",Renown Health,No,4.5,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2962,Local CCP,Ultimate Health Plans,"Ultimate Health Plans, Inc.","ULTIMATE HEALTH PLAN, INC.",No,4,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2968,Local CCP,Memorial Hermann Health Plan,Memorial Hermann Health Insurance Company,Memorial Hermann Health System,No,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2986,Local CCP,Stanford Health Care Advantage,Stanford Healthcare Advantage,Stanford Health Care,No,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3018,Demo,Centers Plan for FIDA Care Complete,"Centers Plan For Healthy Living, Llc","Centers Plan for Healthy Living, LLC",No,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3054,Local CCP,Constellation Health,"Constellation Health, Llc.","Constellation Health, LLC.",Yes,3,4.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3071,Local CCP,"Community Care Alliance of Illinois, NFP","Community Care Alliance Of Illinois, Nfp",Family Health Network,No,2,3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3113,Local CCP,UnitedHealthcare,"Oxford Health Plans (nj), Inc.","UnitedHealth Group, Inc.",Yes,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3132,Local CCP,AHF,"Ahf Mco Of Florida, Inc.",AIDS Healthcare Foundation,Yes,3.5,4.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3152,Local CCP,Aetna Medicare,Aetna Health Inc. (nj),Aetna Inc.,No,4,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3154,Local CCP,Horizon Blue Cross Blue Shield of New Jersey,Horizon Insurance Company,"Horizon Healthcare Services, Inc.",No,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3170,Local CCP,Blue Cross and Blue Shield of Nebraska,"Sapphire Edge, Inc.",Blue Cross Blue Shield of Nebraska,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3204,Local CCP,Presbyterian Health Plan,Presbyterian Health Plan,Presbyterian Healthcare Services,Yes,4,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3206,Local CCP,"Presbyterian Insurance Company, Inc.","Presbyterian Insurance Company, Inc.",Presbyterian Healthcare Services,No,3,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3227,Local CCP,Kalos Health Plan,Erieniagara Mltc,ErieNiagara MLTC,Yes,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3233,Local CCP,Premier Health Plan,Premier Health Insuring Corporation,Premier Health Partners,Yes,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3237,Demo,Health Net Cal MediConnect Medicare Medicaid Plan,"Health Net Community Solutions, Inc.",Centene Corporation,No,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3240,Local CCP,Amerigroup Community Care,"Amerigroup New Jersey, Inc.",Anthem Inc.,Yes,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3251,Local CCP,Blue Cross Blue Shield of New Mexico,Health Care Service Corporation,Health Care Service Corporation,No,3,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3259,Local CCP,BlueCare Plus Tennessee,Volunteer State Health Plan,BlueCross BlueShield of Tennessee,Yes,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3262,Local CCP,Fresenius Health Plans,"Fresenius Health Plans Of New York, Inc.",Fresenius Medicare Care AG & Co. KGaA,Yes,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3291,Local CCP,PruittHealth Premier (HMO SNP),"Pruitthealth Premier, Inc.","UNICO Premier, LLC",Yes,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3305,Local CCP,MVP HEALTH CARE,"Mvp Health Plan, Inc.","MVP Health Care, Inc.",No,4,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3307,Local CCP,UnitedHealthcare,"Oxford Health Plans (ny), Inc.","UnitedHealth Group, Inc.",No,3,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3312,Local CCP,Aetna Medicare,Aetna Health Inc. (ny),Aetna Inc.,No,4,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3314,1876 Cost,HIP Health Plan of Greater New York,Health Insurance Plan Of Greater New York,"EmblemHealth, Inc.",No,Not enough data available,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3328,Local CCP,Fidelis Care,"The New York State Catholic Health Plan, Inc.","The New York State Catholic Health Plan, Inc.",Yes,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3330,Local CCP,EmblemHealth Medicare HMO,Health Insurance Plan Of Greater New York,"EmblemHealth, Inc.",Yes,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3335,Local CCP,"Excellus Health Plan, Inc","Excellus Health Plan, Inc.","Lifetime Healthcare, Inc.",No,4.5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3342,Local CCP,Empire BlueCross BlueShield,"Empire Healthchoice Assurance, Inc.",Anthem Inc.,No,3,4.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3344,Local CCP,Independent Health,Independent Health Benefits Corporation,"Independent Health Association, Inc.",No,4.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3347,Local CCP,Elderplan,"Elderplan, Inc.","Elderplan, Inc.",Yes,2.5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3351,Local CCP,"Excellus Health Plan, Inc","Excellus Health Plan, Inc.","Lifetime Healthcare, Inc.",No,4.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3359,Local CCP,Healthfirst Medicare Plan,"Healthfirst Health Plan, Inc.","Healthfirst, Inc.",Yes,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3361,Local CCP,WellCare,"Wellcare Of New York, Inc.","WellCare Health Plans, Inc.",Yes,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3362,Local CCP,Independent Health,"Independent Health Association, Inc.","Independent Health Association, Inc.",Yes,4.5,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3379,Local CCP,UnitedHealthcare,"Unitedhealthcare Of New York, Inc.","UnitedHealth Group, Inc.",Yes,3,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3384,Local CCP,BlueCross BlueShield of WNY and BlueShield of NENY,Healthnow New York Inc.,HealthNow New York Inc.,No,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3387,Local CCP,UnitedHealthcare,"Unitedhealthcare Of New York, Inc.","UnitedHealth Group, Inc.",Yes,3,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3388,Local CCP,CDPHP Medicare Choices,"Capital District Physicians' Health Plan, Inc.","Capital District Physicians' Health Plan, Inc.",No,4.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3404,Local CCP,Blue Cross and Blue Shield of North Carolina,Blue Cross And Blue Shield Of North Carolina,Blue Cross and Blue Shield of North Carolina,No,4,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3416,Local CCP,HealthPartners UnityPoint Health,"Healthpartners Unitypoint Health, Inc.","HealthPartners UnityPoint Health, Inc.",No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3447,Local CCP,Anthem HealthKeepers,"Healthkeepers, Inc.",Anthem Inc.,Yes,4,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3449,Local CCP,Blue Cross and Blue Shield of North Carolina,Blue Cross And Blue Shield Of North Carolina,Blue Cross and Blue Shield of North Carolina,No,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3464,Local CCP,UnitedHealthcare,"Unitedhealthcare Of Arkansas, Inc.","UnitedHealth Group, Inc.",No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3471,Local CCP,Health Alliance Northwest,Health Alliance Northwest Health Plan,The Carle Foundation,No,4.5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3499,Local CCP,Allwell,Coordinated Care Corporation,Centene Corporation,No,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3503,1876 Cost,Sanford Heart of America Health Plan,Sanford Heart Of America Health Plan,Sanford,No,Not enough data available,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3528,Local CCP,"ConnectiCare, Inc.","Connecticare, Inc.","EmblemHealth, Inc.",No,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3533,Local CCP,"Humana Health Company of New York, Inc.","Humana Health Company Of New York, Inc.",Humana Inc.,Yes,3,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3536,Local CCP,Anthem Blue Cross and Blue Shield,"Matthew Thornton Health Plan, Inc.",Anthem Inc.,No,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3561,Local CCP,"HEALTH NET COMMUNITY SOLUTIONS, INC.","Health Net Community Solutions, Inc.",Centene Corporation,Yes,3.5,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3572,Local CCP,AHF,"Ahf Mco Of Georgia, Inc.",AIDS Healthcare Foundation,Yes,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3597,Local CCP,Aetna Medicare,Aetna Health Inc. (me),Aetna Inc.,No,4.5,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3653,Local CCP,Paramount Elite,"Paramount Care, Inc.",Promedica Health System,No,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3655,Local CCP,Anthem Blue Cross and Blue Shield,Community Insurance Company,Anthem Inc.,Yes,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3660,Local CCP,SummaCare Medicare Advantage Plans,Summacare Inc.,Summa Health System Community,No,4.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3664,Local CCP,PrimeTime Health Plan,Aultcare Health Insuring Corporation,Aultman Health Foundation,No,4.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3668,Local CCP,MediGold,"Mount Carmel Health Plan, Inc.",Trinity Health,No,3.5,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3672,Local CCP,The Health Plan,Health Plan Of The Upper Ohio Valley,Health Plan of the Upper Ohio Valley,Yes,3.5,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
